Applicant_ID,Age,Education_Level,Years_with_Current_Employer,Years_at_Current_Address,Household_Income_(Thousands_NIS),Debt_to_Income_Ratio_(%),Credit_Card_Debt_(Thousands_NIS),Other_Debt_(Thousands_NIS),y
12614,51,high school,5,7,143,1.9,8,2,0
12615,39,high school,12,1,368,7.2,5,5,0
12616,34,high school,16,26,64,7,12,23,0
12617,33,graduate professional education,5,27,83,7.6,4,2,0
12618,28,0,8,21,109,3,2,7,0
12619,50,university,19,0,98,14.4,5,8,0
12620,26,high school,10,7,98,17.7,2,1,0
12621,34,high school,0,17,454,17.7,2,2,0
12622,45,high school,25,10,210,0.7,0,1,0
12623,21,graduate professional education,24,7,90,2.7,2,17,0
12624,51,high school,7,16,376,9.7,8,8,0
12625,31,high school,10,13,496,19.6,2,7,0
12626,50,0,13,2,165,14.5,2,24,0
12627,29,high school,1,19,424,7,3,7,0
12628,40,university,7,10,297,5.2,1,4,0
12629,31,high school,11,9,154,7.8,3,17,0
12630,29,high school,11,9,109,4.2,5,6,0
12631,31,high school,18,0,120,10.3,5,19,0
12632,39,high school,9,25,113,15.7,5,7,0
12633,35,0,22,2,334,3.3,5,3,0
12634,42,high school,19,15,150,4.2,1,3,0
12635,39,high school,11,23,83,13.3,14,1,0
12636,28,high school,9,0,109,9.1,0,2,0
12637,37,high school,10,14,124,7.6,0,4,0
12638,35,high school,1,0,75,8.2,10,36,0
12639,36,university,3,17,473,17.6,2,3,0
12640,29,high school,6,7,165,4.2,12,2,0
12641,33,high school,6,16,113,7.8,7,5,0
12642,39,university,0,19,169,8.1,10,4,0
12643,29,0,6,9,98,0,2,9,0
12644,29,high school,14,3,451,12.8,4,11,0
12645,30,high school,24,16,162,1.8,10,4,0
12646,37,high school,5,6,131,5.1,2,2,0
12647,30,high school,12,9,98,8.6,2,12,0
12648,35,university,19,7,79,9.5,3,2,0
12649,27,high school,0,16,86,18.2,4,4,0
12650,31,0,22,10,259,6.8,4,3,0
12651,52,high school,11,16,154,11.6,12,4,0
12652,36,high school,4,1,75,14.4,5,19,0
12653,30,high school,4,1,94,8.8,6,4,0
12654,31,university,3,5,376,18.8,5,11,0
12655,39,university,3,2,135,5.3,7,8,0
12656,35,high school,7,3,75,22.1,3,6,0
12657,43,university,7,17,116,6,4,7,0
12658,31,high school,6,12,116,3.8,2,28,0
12659,41,high school,3,4,105,1.3,2,29,0
12660,34,university,9,3,116,5.5,4,9,0
12661,47,high school,0,1,297,0,2,3,0
12662,43,high school,3,16,124,4,4,0,0
12663,35,university,22,19,113,3.5,2,19,0
12664,48,high school,5,5,240,5.9,1,8,0
12665,24,high school,6,25,436,4.6,3,7,0
12666,42,0,13,8,143,10,0,11,0
12667,32,high school,4,4,436,24.1,1,15,0
12668,24,high school,12,8,75,9.7,4,1,0
12669,32,high school,6,21,120,14.4,10,3,0
12670,21,high school,14,2,308,5.8,14,1,0
12671,20,high school,16,9,300,8.2,4,22,0
12672,23,high school,19,26,165,20,4,12,0
12673,47,graduate professional education,8,2,210,4.1,1,2,0
12674,41,high school,11,10,83,11.7,2,22,0
12675,26,high school,9,8,71,2.2,1,5,0
12676,40,university,1,3,116,14.4,2,2,0
12677,39,high school,11,9,71,3.6,3,2,0
12678,50,graduate professional education,14,9,207,0,7,9,0
12679,30,high school,5,20,86,18.2,5,1,0
12680,39,graduate professional education,11,0,146,5.8,5,2,0
12681,29,high school,0,6,90,7.1,4,4,0
12682,47,high school,9,4,214,0.8,1,27,0
12683,45,high school,9,4,120,9.6,4,6,0
12684,41,high school,10,5,105,3.2,1,17,0
12685,40,university,4,1,79,3.4,2,35,0
12686,43,university,16,14,68,4.2,3,3,0
12687,30,graduate professional education,6,1,255,9.8,16,2,0
12688,34,high school,0,5,436,9.6,17,21,0
12689,26,graduate professional education,9,12,285,14.4,10,19,0
12690,35,high school,6,16,79,15.6,5,19,0
12691,29,university,9,13,83,13,1,8,0
12692,20,high school,18,1,285,10,4,1,0
12693,32,high school,0,9,128,9.5,5,20,0
12694,25,high school,9,16,109,17.7,4,69,0
12695,43,high school,11,8,222,9.1,2,4,0
12696,45,university,15,8,120,0,6,1,0
12697,32,high school,4,2,98,8.9,2,10,0
12698,27,0,16,6,68,5.7,3,23,0
12699,39,0,6,0,101,5.1,2,17,0
12700,45,university,12,22,94,7.7,16,26,0
12701,37,high school,16,5,94,2.6,2,2,0
12702,22,high school,7,5,240,1,1,11,0
12703,36,university,14,19,79,14.3,3,5,0
12704,28,university,13,8,173,3.6,12,2,0
12705,41,graduate professional education,4,9,195,5.7,1,5,0
12706,34,university,16,17,158,6,4,14,0
12707,47,high school,21,1,146,2.7,3,8,0
12708,40,high school,4,5,507,8.1,18,37,0
12709,39,university,10,5,131,21.4,2,10,0
12710,28,0,6,2,267,6.2,1,16,0
12711,20,high school,12,0,105,3.2,2,5,0
12712,36,high school,8,3,173,11.2,12,9,0
12713,32,university,7,1,376,10.9,2,6,0
12714,37,graduate professional education,9,4,150,4.1,6,35,0
12715,39,university,18,17,165,4,5,4,0
12716,39,high school,4,22,113,2.7,2,41,0
12717,27,high school,12,3,120,8.2,4,4,0
12718,40,university,11,10,105,9.6,3,3,0
12719,45,university,4,18,312,30.3,0,15,0
12720,39,university,13,17,98,8.8,6,3,0
12721,41,high school,4,26,116,3.7,6,38,0
12722,29,university,14,6,60,3,3,7,0
12723,38,university,19,11,165,30.3,0,9,0
12724,51,university,11,1,424,3,2,11,0
12725,40,high school,9,19,71,5.6,18,18,0
12726,40,high school,5,13,113,9.5,2,9,0
12727,39,high school,21,8,169,12.1,10,8,0
12728,26,university,16,2,128,5.7,2,8,0
12729,34,university,13,0,304,13.8,2,29,0
12730,31,university,7,10,214,15.2,17,9,0
12731,27,graduate professional education,8,4,218,15.3,2,10,0
12732,29,university,27,19,101,2,8,5,0
12733,24,university,10,8,101,8.8,4,20,0
12734,31,high school,13,12,90,3.2,6,8,0
12735,30,university,4,21,98,11.6,1,15,0
12736,40,graduate professional education,10,10,105,3.2,5,17,0
12737,38,high school,18,14,451,6,2,54,0
12738,33,high school,3,0,68,17.7,2,7,0
12739,39,high school,14,6,68,14.3,2,35,0
12740,31,high school,0,11,120,1.3,2,13,0
12741,41,high school,8,6,139,22.8,1,3,0
12742,37,high school,3,19,304,8.6,2,3,0
12743,29,high school,4,2,240,16.3,10,4,0
12744,51,high school,22,9,376,5.5,1,16,0
12745,32,university,21,13,79,10.2,6,2,0
12746,37,graduate professional education,9,12,158,0.6,2,2,0
12747,34,university,22,2,60,8.2,0,3,0
12748,26,high school,7,9,162,3.8,4,5,0
12749,24,graduate professional education,9,14,98,10.8,1,1,0
12750,36,university,9,3,225,17.3,10,3,0
12751,34,high school,18,6,165,0.6,1,2,0
12752,27,high school,1,4,252,9.4,8,2,0
12753,33,university,8,6,68,4.1,1,29,0
12754,45,university,23,9,192,0,3,8,0
12755,46,0,5,11,169,9.5,0,1,0
12756,39,graduate professional education,0,8,109,5.5,1,2,0
12757,26,high school,5,5,83,10.8,14,5,0
12758,33,university,16,16,451,12.2,12,15,0
12759,36,graduate professional education,0,3,222,8.2,1,7,0
12760,34,high school,4,10,195,5.5,10,10,0
12761,34,high school,0,10,135,24.2,2,13,0
12762,44,high school,8,4,473,10.3,17,2,0
12763,28,0,9,3,86,5.2,8,1,0
12764,29,university,7,4,120,0.8,2,2,0
12765,39,0,12,10,79,6.7,3,3,0
12766,34,university,3,7,214,8.2,1,38,0
12767,25,high school,6,8,131,8.8,4,15,0
12768,30,high school,6,21,75,16.6,2,2,0
12769,23,high school,27,1,64,10.1,7,27,0
12770,27,university,3,3,94,9.5,0,4,0
12771,36,0,5,8,357,5,17,7,0
12772,25,high school,5,6,68,11.8,6,11,0
12773,47,high school,16,2,64,4.4,4,4,0
12774,46,graduate professional education,0,4,124,5.5,0,9,0
12775,38,university,6,16,177,9.5,1,3,0
12776,41,university,12,6,184,5.2,0,15,0
12777,30,high school,7,1,135,9.5,2,19,0
12778,34,high school,3,2,143,6.3,9,32,0
12779,32,university,3,19,75,12.8,3,3,0
12780,50,graduate professional education,3,14,120,3.4,4,5,0
12781,29,high school,6,11,240,14.4,1,9,0
12782,31,graduate professional education,2,10,154,8.2,1,15,0
12783,43,university,6,14,120,7,2,41,0
12784,43,high school,16,16,101,6.2,3,3,0
12785,36,high school,11,17,120,2.2,13,2,0
12786,41,high school,10,0,90,7.2,2,6,0
12787,35,high school,3,1,64,6.2,0,2,0
12788,36,high school,6,11,60,7.6,10,12,0
12789,47,0,0,5,120,0,2,4,0
12790,23,graduate professional education,13,10,139,22.9,2,14,0
12791,41,high school,14,4,98,14.4,3,13,0
12792,33,university,20,12,116,5.5,1,17,0
12793,27,university,9,2,94,13.3,10,5,0
12794,21,0,27,7,192,13.3,17,4,0
12795,39,high school,13,15,94,6.7,0,4,0
12796,28,0,21,0,79,5.1,1,7,0
12797,39,university,7,7,105,4.4,17,2,0
12798,35,graduate professional education,3,12,105,7.3,4,19,0
12799,31,0,6,15,252,9.5,5,17,0
12800,29,university,7,19,113,12.1,4,4,0
12801,45,university,4,9,94,24.2,1,1,0
12802,24,0,11,2,665,5,1,7,0
12803,37,high school,3,21,300,5.2,3,7,0
12804,27,high school,3,3,139,1.8,4,23,0
12805,40,high school,0,3,94,15.2,10,4,0
12806,36,graduate professional education,12,10,154,2.2,4,2,0
12807,36,high school,9,2,909,3.7,1,37,0
12808,41,high school,14,1,113,9.4,0,8,0
12809,28,high school,0,7,131,7.3,3,6,0
12810,36,graduate professional education,21,3,86,8.2,1,3,0
12811,29,university,5,4,195,4.2,8,2,0
12812,27,high school,22,7,79,7.6,0,1,0
12813,40,0,0,27,162,0.6,20,7,0
12814,26,high school,2,20,177,5.5,7,13,0
12815,36,university,0,2,454,13.8,3,1,0
12816,31,high school,19,9,83,1.8,11,5,0
12817,28,high school,4,4,150,8,2,22,0
12818,27,high school,5,3,105,3.4,6,7,0
12819,34,high school,0,24,240,2.2,1,5,0
12820,37,high school,11,10,146,5.5,2,4,0
12821,46,high school,4,22,79,5,5,7,0
12822,41,high school,19,14,334,10.2,1,8,0
12823,39,high school,12,22,68,0.6,5,4,0
12824,34,high school,7,1,94,3.7,1,11,0
12825,52,high school,6,2,255,11.4,1,4,0
12826,21,high school,22,3,94,8.2,1,2,0
12827,32,university,5,17,105,13,1,16,0
12828,46,high school,0,6,109,17.6,3,3,0
12829,51,graduate professional education,6,8,274,10.6,0,2,0
12830,38,university,13,6,68,1.2,4,11,0
12831,33,university,12,1,255,4.7,1,6,0
12832,48,high school,5,21,94,3.8,6,8,0
12833,34,university,20,10,94,7.9,8,36,0
12834,22,university,1,15,71,5.4,1,1,0
12835,33,0,16,2,135,3,4,5,0
12836,32,high school,0,2,376,18.7,16,1,0
12837,41,university,16,1,105,11.4,2,4,0
12838,29,university,18,5,101,1.8,2,6,0
12839,33,high school,7,0,192,1.7,6,12,0
12840,29,high school,8,8,135,24.2,6,28,0
12841,47,high school,16,20,143,5.3,2,8,0
12842,36,university,10,9,278,12,8,0,0
12843,28,graduate professional education,11,0,225,3.3,0,5,0
12844,43,high school,16,23,252,3,3,5,0
12845,40,0,3,6,109,11.1,18,6,0
12846,39,university,13,7,192,19.2,1,8,0
12847,28,high school,11,9,79,17.6,4,10,0
12848,36,university,18,0,116,13.3,0,3,0
12849,30,high school,4,9,79,2.9,3,23,0
12850,41,high school,4,16,94,8.1,4,4,0
12851,45,high school,9,2,116,0.7,2,22,0
12852,41,0,0,14,128,6.1,2,6,0
12853,32,graduate professional education,22,21,94,3.4,0,7,0
12854,48,high school,7,17,98,11.8,14,20,0
12855,27,graduate professional education,3,14,109,7.3,2,1,0
12856,21,university,9,1,282,18.8,14,3,0
12857,39,university,4,5,79,3.8,0,4,0
12858,30,university,13,3,233,10.9,1,1,0
12859,26,graduate professional education,9,1,214,4.1,3,6,0
12860,30,0,10,7,86,5.8,0,13,0
12861,38,high school,6,5,173,24.1,1,29,0
12862,50,high school,17,14,259,1.2,7,3,0
12863,28,university,9,4,424,11.7,1,9,0
12864,29,university,7,2,64,2.7,1,20,0
12865,40,high school,3,8,165,4.7,2,7,0
12866,41,high school,6,9,94,8.9,1,6,0
12867,29,high school,6,10,436,18,1,2,0
12868,45,high school,12,11,300,3.6,8,29,0
12869,34,high school,3,10,98,18.2,0,5,0
12870,42,high school,4,2,113,6.9,6,4,0
12871,48,university,6,10,60,7.6,8,4,0
12872,39,graduate professional education,16,4,64,0.7,7,2,0
12873,39,high school,9,3,222,19.6,11,3,0
12874,39,high school,3,9,71,24.2,1,9,0
12875,41,graduate professional education,14,6,64,4.1,1,7,0
12876,50,high school,4,21,109,11.1,6,7,0
12877,26,high school,16,8,376,9.4,10,2,0
12878,43,high school,4,3,124,10.3,1,3,0
12879,46,high school,5,9,282,2.6,4,3,0
12880,28,high school,18,2,128,1.2,8,34,0
12881,43,high school,17,14,124,5.2,2,35,0
12882,25,0,15,5,192,8.8,1,20,0
12883,32,high school,19,2,158,7.1,4,19,0
12884,32,university,17,8,131,8.2,0,5,0
12885,45,high school,15,13,361,5.8,4,2,0
12886,24,high school,5,5,79,4.4,10,23,0
12887,30,university,11,3,394,5,4,10,0
12888,27,high school,10,1,116,9.6,1,3,0
12889,41,high school,4,17,165,8.2,3,6,0
12890,24,high school,14,9,105,10.2,1,1,0
12891,52,high school,2,9,60,8.2,3,3,0
12892,33,high school,9,6,274,4.5,4,27,0
12893,25,high school,0,5,124,0.7,15,2,0
12894,44,0,5,5,146,7.3,5,5,0
12895,34,high school,17,19,128,17.1,2,3,0
12896,39,high school,19,5,376,8.8,6,2,0
12897,28,high school,8,3,116,7.4,2,4,0
12898,39,high school,6,27,285,18.2,2,35,0
12899,31,high school,5,22,222,23.3,1,13,0
12900,29,university,13,2,128,11,5,17,0
12901,27,university,7,0,909,4.5,7,2,0
12902,44,0,4,22,79,3,1,2,0
12903,34,graduate professional education,16,9,225,6.6,3,5,0
12904,35,high school,0,6,165,8.1,2,35,0
12905,34,high school,16,11,192,7.4,1,32,0
12906,24,high school,3,3,79,7.6,7,5,0
12907,24,0,18,21,139,12.8,1,29,0
12908,32,high school,5,9,60,16.6,3,6,0
12909,41,university,14,14,199,7.4,2,11,0
12910,25,university,0,11,109,24.8,2,19,0
12911,33,university,8,11,105,21,1,2,0
12912,26,high school,9,22,154,5.9,3,27,0
12913,28,high school,0,3,64,6.7,18,6,0
12914,29,high school,20,4,79,1.6,3,6,0
12915,39,university,8,1,68,5.9,2,3,0
12916,29,0,7,3,131,4.4,2,5,0
12917,22,high school,7,9,297,9.8,12,8,0
12918,45,high school,12,1,255,17.6,3,45,0
12919,27,graduate professional education,6,6,79,12.2,4,1,0
12920,26,university,10,7,214,17.5,1,15,0
12921,50,graduate professional education,4,13,229,15.6,4,0,0
12922,43,high school,11,5,192,6,2,11,0
12923,26,high school,12,0,64,1.3,1,1,0
12924,36,university,14,0,60,12.2,5,18,0
12925,22,graduate professional education,3,10,116,7.8,7,11,0
12926,40,university,4,4,79,6.2,0,8,0
12927,27,high school,12,1,165,8.2,3,3,0
12928,36,high school,8,15,128,18.8,1,18,0
12929,35,university,10,4,210,9.9,5,31,0
12930,51,university,21,15,75,4.4,1,8,0
12931,37,university,16,12,203,12.8,0,2,0
12932,28,high school,5,7,68,8.9,4,4,0
12933,38,high school,11,13,143,9.1,1,9,0
12934,26,high school,13,15,90,13,1,16,0
12935,33,university,16,17,143,10.8,1,4,0
12936,37,high school,18,12,105,7,0,8,0
12937,37,graduate professional education,19,14,68,7.1,0,13,0
12938,24,graduate professional education,13,2,177,5.5,2,54,0
12939,29,high school,6,4,192,12,7,3,0
12940,37,university,2,2,203,5.2,2,4,0
12941,39,high school,0,4,98,5.3,7,2,0
12942,42,high school,27,23,83,14.6,5,3,0
12943,34,high school,5,21,83,7,2,8,0
12944,39,high school,12,13,75,5,6,11,0
12945,28,high school,24,14,376,7.8,12,24,0
12946,21,university,13,10,225,2.2,16,4,0
12947,30,university,4,13,214,2.2,9,4,0
12948,26,high school,0,4,128,26,2,4,0
12949,37,high school,16,21,192,3,6,1,0
12950,29,graduate professional education,0,22,259,15.2,4,11,0
12951,32,high school,4,8,131,7,6,6,0
12952,39,high school,23,6,60,13.3,2,8,0
12953,33,university,1,8,98,1.3,4,34,0
12954,26,high school,11,1,101,8.9,0,2,0
12955,24,high school,10,9,94,24,10,4,0
12956,25,high school,12,0,436,6.3,1,5,0
12957,28,university,21,2,68,15.6,2,10,0
12958,29,graduate professional education,0,13,169,8.2,3,16,0
12959,39,high school,8,16,304,4.4,1,8,0
12960,28,university,8,12,105,4.7,10,1,0
12961,21,0,5,4,105,8.9,6,9,0
12962,43,graduate professional education,3,2,165,6.3,3,2,0
12963,37,high school,8,1,180,4.9,2,2,0
12964,29,university,14,1,98,1.8,36,5,0
12965,30,high school,10,1,162,11,1,2,0
12966,34,high school,22,26,436,3,18,2,0
12967,27,high school,9,15,128,1.6,7,3,0
12968,30,university,7,5,120,8.9,10,9,0
12969,39,high school,16,11,83,2.6,12,9,0
12970,48,university,9,11,131,5.5,12,26,0
12971,40,university,10,20,68,5.3,0,8,0
12972,33,university,17,10,188,1.9,6,12,0
12973,27,0,0,4,94,4.7,3,10,0
12974,46,university,13,23,162,7.4,1,2,0
12975,27,high school,6,2,124,7.1,5,1,0
12976,41,university,19,6,64,8.2,16,3,0
12977,50,university,7,10,105,7.3,1,16,0
12978,29,high school,5,8,169,1.6,5,8,0
12979,41,high school,11,16,180,4.1,1,5,0
12980,21,high school,6,9,162,18.9,2,4,0
12981,35,high school,8,3,98,9.7,1,11,0
12982,27,high school,7,11,83,13.3,1,7,0
12983,25,high school,3,1,98,5.6,0,5,0
12984,24,high school,12,6,210,6.1,1,11,0
12985,45,high school,3,26,169,5.2,10,16,0
12986,35,high school,8,10,376,6.8,2,12,0
12987,38,university,12,1,203,8.2,7,5,0
12988,34,high school,8,3,169,7.3,3,7,0
12989,47,graduate professional education,8,10,98,10.8,2,8,0
12990,51,high school,0,2,90,6.3,14,4,0
12991,39,graduate professional education,2,4,94,2.1,0,14,0
12992,36,high school,26,8,308,6.7,0,2,0
12993,51,high school,8,1,124,4.2,1,22,0
12994,36,high school,0,7,210,4.5,4,15,0
12995,42,high school,9,7,334,10.1,2,4,0
12996,34,high school,20,10,116,5.6,12,7,0
12997,35,high school,0,11,98,8.2,0,2,0
12998,48,university,8,9,177,17.7,4,5,0
12999,46,university,10,5,94,2.7,0,2,0
13000,30,high school,13,1,75,8.8,8,2,0
13001,27,high school,9,6,240,7,2,5,0
13002,31,high school,6,2,120,4.2,7,9,0
13003,37,university,4,6,165,17.7,13,5,0
13004,46,0,5,5,146,6.7,3,11,0
13005,39,high school,10,2,376,7.2,1,8,0
13006,40,graduate professional education,12,15,105,1.8,17,3,0
13007,34,high school,1,8,146,14.4,37,5,0
13008,32,high school,5,2,124,4.9,2,2,0
13009,29,university,5,15,473,12.1,2,7,0
13010,42,high school,12,3,158,5.7,3,3,0
13011,36,high school,6,19,255,3.8,2,7,0
13012,41,university,4,17,60,4.8,18,8,0
13013,36,high school,7,3,293,7.6,4,23,0
13014,32,high school,0,4,83,14.3,10,15,0
13015,34,high school,5,4,154,30.3,4,37,0
13016,37,high school,1,2,308,9.5,2,0,0
13017,36,high school,1,7,376,8.2,1,2,0
13018,39,high school,10,8,169,6.2,8,18,0
13019,33,0,6,2,424,5.3,4,4,0
13020,36,high school,5,8,113,13.8,1,6,0
13021,35,university,9,1,75,4.2,0,23,0
13022,38,high school,16,0,259,11.7,5,11,0
13023,35,0,15,1,79,5.8,4,15,0
13024,28,high school,7,5,64,7.3,1,1,0
13025,43,university,15,11,255,13.3,23,3,0
13026,45,high school,3,3,210,19.9,3,26,0
13027,52,university,10,17,169,5.9,1,9,0
13028,27,university,15,19,94,17.2,6,47,0
13029,34,university,18,9,240,9.6,1,6,0
13030,48,university,5,10,105,30.6,0,29,0
13031,46,high school,3,10,146,10.2,5,4,0
13032,41,university,10,6,120,10,1,36,0
13033,50,university,6,8,68,5.3,10,1,0
13034,41,university,7,2,282,13.8,5,4,0
13035,40,graduate professional education,21,10,120,4.2,3,2,0
13036,46,high school,6,9,98,12.8,0,17,0
13037,21,high school,2,14,282,13.2,4,5,0
13038,29,high school,18,18,120,5.2,1,6,0
13039,40,high school,0,4,214,3.6,12,16,0
13040,31,high school,14,27,169,3.6,1,3,0
13041,29,university,19,1,143,17.2,5,1,0
13042,22,high school,13,31,143,1.7,0,11,0
13043,30,graduate professional education,6,8,68,17.6,5,7,0
13044,40,university,25,5,473,8.9,6,2,0
13045,30,high school,0,4,210,7.6,0,4,0
13046,37,university,9,8,60,9.5,2,34,0
13047,32,high school,22,11,116,1,1,36,0
13048,36,high school,17,2,259,5.2,3,7,0
13049,32,high school,4,24,79,5.5,1,11,0
13050,33,high school,22,19,131,18.2,2,29,0
13051,37,graduate professional education,1,7,169,4.9,7,2,0
13052,33,university,8,0,334,2.5,12,8,0
13053,39,high school,19,1,146,5.5,2,15,0
13054,28,high school,3,9,282,9.6,4,23,0
13055,40,high school,6,1,368,10.8,2,37,0
13056,21,university,16,6,282,5,17,3,0
13057,48,high school,15,20,105,17.1,1,9,0
13058,26,graduate professional education,8,15,113,11.4,12,7,0
13059,41,high school,16,3,210,5.2,9,6,0
13060,41,graduate professional education,1,1,60,3.7,2,3,0
13061,47,high school,7,1,146,17.2,3,32,0
13062,45,high school,16,27,255,1.3,17,2,0
13063,32,university,2,13,124,1.8,1,4,0
13064,31,high school,4,8,451,3.4,2,1,0
13065,27,high school,12,6,146,12.1,4,3,0
13066,45,university,5,2,146,5.9,5,15,0
13067,37,graduate professional education,0,8,255,19.6,3,1,0
13068,29,high school,12,16,105,8.9,14,32,0
13069,26,high school,4,1,308,9.6,1,34,0
13070,28,high school,6,0,109,23.9,3,8,0
13071,37,university,1,9,79,6.2,10,7,0
13072,39,high school,3,2,376,4.4,3,18,0
13073,32,university,2,4,240,5.5,2,45,0
13074,34,university,8,1,124,3.5,0,3,0
13075,27,high school,4,0,207,11.6,18,8,0
13076,36,high school,9,5,98,2.2,1,7,0
13077,31,graduate professional education,8,10,83,17.6,0,16,0
13078,36,high school,25,11,909,15.7,2,20,0
13079,45,university,8,2,98,4.7,9,41,0
13080,34,high school,10,4,124,19.2,3,6,0
13081,30,high school,27,8,109,22.1,1,17,0
13082,42,high school,4,16,195,5.5,1,4,0
13083,28,high school,4,26,162,18.6,1,35,0
13084,42,high school,8,1,86,2.7,10,4,0
13085,45,high school,4,2,165,5,6,7,0
13086,54,university,3,2,199,12,3,31,0
13087,27,high school,0,25,83,5.9,4,8,0
13088,30,graduate professional education,22,9,90,5,5,6,0
13089,41,high school,20,13,210,8.7,2,6,0
13090,25,high school,13,0,376,15.7,4,3,0
13091,31,high school,8,11,124,13.2,0,2,0
13092,45,high school,6,22,79,24,6,4,0
13093,39,high school,1,4,195,21.4,0,11,0
